Species	c14.0	c16.0	c16.1w7	c16.2w6	c16.2w4	c16.3w6	c17.0	c16.3w4	c16.3w1	c16.4w1	c18.0	c18.1w9	c18.1w7	c18.2w6	c18.2w4	c18.3w6	c18.3w4	c18.3w3	c18.3w1	c18.4w3	c18.4w1	c20.1w11	c20.1w9	c20.1w7	c20.2w6	c20.3w6	c20.4w6	c20.3w3	c20.4w3	c20.5w3	c22.1w11	c22.1w9	c22.1w7	c22.2w6	c21.5w3	c22.4w6	c22.5w6	c22.4w3	c22.5w3	c22.6w3
Capelin	0.07642706	0.1457717	0.06437632	3.17E-04	0.004756871	0.002536998	0.001902748	2.11E-04	0	9.51E-04	0.01649049	0.1003171	0.03002114	0.01606765	4.23E-04	3.17E-04	5.29E-04	0.007610994	0.001057082	0.01120507	4.23E-04	0.005602537	0.1106765	0.00422833	0.00179704	2.11E-04	0.005391121	8.46E-04	0.004122622	0.07854123	0.1125793	0.01099366	0.001374207	2.11E-04	0.002114165	0	0.001691332	2.11E-04	0.006976744	0.1707188
Capelin	0.08351041	0.1283468	0.08340416	5.31E-04	0.005312367	0.003506162	0.002443689	2.12E-04	0	0.001062473	0.01338717	0.09487888	0.02613685	0.01147471	8.50E-04	8.50E-04	8.50E-04	0.005312367	0.001274968	0.008499788	5.31E-04	0.006587335	0.1332342	0.006693583	0.001806205	3.19E-04	0.003718657	5.31E-04	0.00361241	0.07214195	0.1298343	0.01487463	0.002868678	1.06E-04	0.0020187	3.19E-04	0.001274968	3.19E-04	0.006162346	0.1412027
Capelin	0.05708312	0.1085206	0.1139571	6.27E-04	0.002927339	0.00386827	0.001150026	1.05E-04	9.41E-04	0.001986409	0.01035024	0.05614219	0.02059592	0.008782018	7.32E-04	6.27E-04	4.18E-04	0.003240983	7.32E-04	0.005750131	7.32E-04	0.006063774	0.15839	0.01589127	0.001254574	3.14E-04	0.003136435	3.14E-04	0.002718244	0.05541035	0.2052274	0.02519603	0.005959226	2.09E-04	0.001568217	0	0.001150026	2.09E-04	0.008468374	0.1092525
Capelin	0.08637804	0.1482577	0.09334741	4.22E-04	0.004540655	0.003273495	0.001372756	1.06E-04	0	9.50E-04	0.01362196	0.1074974	0.0344245	0.01330517	6.34E-04	9.50E-04	5.28E-04	0.005068638	0.001055966	0.00781415	3.17E-04	0.006652587	0.1127772	0.005807814	0.001795143	3.17E-04	0.004329461	6.34E-04	0.003484688	0.07360084	0.1123548	0.01140444	0.002217529	2.11E-04	0.001795143	0	0.001161563	2.11E-04	0.006335797	0.1310454
Capelin	0.07817761	0.1271044	0.1142677	6.31E-04	0.003787879	0.003998316	0.001683502	2.10E-04	0.001578283	0.001473064	0.01220539	0.08186027	0.02483165	0.01473064	6.31E-04	8.42E-04	7.37E-04	0.005576599	8.42E-04	0.008838384	5.26E-04	0.006207912	0.1346801	0.008101852	0.001893939	3.16E-04	0.003577441	6.31E-04	0.003472222	0.05723906	0.1537247	0.0145202	0.003051347	2.10E-04	0.001788721	0	0.001367845	2.10E-04	0.006313131	0.1181608
Capelin	0.07079088	0.1567062	0.08623044	2.10E-04	0.003781115	0.003360991	0.001260372	2.10E-04	0	0.00105031	0.01480937	0.09137696	0.03550047	0.01554459	5.25E-04	3.15E-04	5.25E-04	0.006196828	8.40E-04	0.008927634	4.20E-04	0.003781115	0.1007247	0.00535658	0.001575465	3.15E-04	0.005461611	5.25E-04	0.003466022	0.09064174	0.1023002	0.005041487	8.40E-04	2.10E-04	0.002205651	0	0.001680496	2.10E-04	0.0074572	0.169625
Capelin	0.07471682	0.2103294	0.07274239	6.24E-04	9.35E-04	0.005611556	6.24E-04	0.002078354	0	0.00270186	0.0205757	0.1842461	0.0710797	0.01579549	6.24E-04	0.001247012	4.16E-04	0.007897745	5.20E-04	0.02275798	4.16E-04	0.002390107	0.02764211	0.004260626	0.002494025	2.08E-04	0.004988049	9.35E-04	0.002597942	0.1242856	0.04021615	0.003948872	0.001558765	0	0.002390107	1.04E-04	0.001766601	0	0.005195885	0.07908137
Capelin	0.07177729	0.2059832	0.07832139	5.19E-04	9.35E-04	0.005713099	6.23E-04	0.00207749	0	0.003012361	0.02025553	0.1894671	0.06918043	0.01568505	6.23E-04	0.001246494	4.15E-04	0.007790589	4.15E-04	0.02368339	3.12E-04	0.003012361	0.02960424	0.004466604	0.002389114	2.08E-04	0.004570479	9.35E-04	0.002804612	0.1223642	0.04622416	0.00436273	0.001661992	0	0.002285239	1.04E-04	0.001558118	0	0.0052976	0.0701153
Capelin	0.07237047	0.2240681	0.07486242	5.19E-04	8.31E-04	0.005710726	6.23E-04	0.001868965	0	0.002595784	0.01962413	0.1822241	0.07382411	0.01609386	6.23E-04	0.001142145	4.15E-04	0.007787353	3.11E-04	0.02367355	3.11E-04	0.002076628	0.02003946	0.004257086	0.002388122	2.08E-04	0.004880075	8.31E-04	0.002595784	0.1313467	0.03000727	0.003218773	0.001557471	0	0.00228429	0	0.001557471	0	0.005191569	0.0780812
Capelin	0.05330135	0.1004485	0.1277772	0.001356003	0.001356003	0.008970481	8.34E-04	0.006675707	0	0.008970481	0.00803171	0.03463023	0.01908835	0.008657557	0.001043079	0.001043079	5.22E-04	0.00448524	5.22E-04	0.01658496	0.002294774	0.00448524	0.1727339	0.01043079	0.001251695	2.09E-04	0.001460311	4.17E-04	0.003963701	0.06780015	0.2329196	0.0198185	0.004693856	2.09E-04	0.002712006	2.09E-04	7.30E-04	6.26E-04	0.008970481	0.05976844
Capelin	0.05078044	0.1033299	0.1330905	0.001248699	0.001144641	0.00905307	7.28E-04	0.006971904	0	0.008844953	0.008012487	0.03673257	0.0207076	0.009365245	0.001144641	0.001248699	5.20E-04	0.004370447	6.24E-04	0.01581686	0.002497399	0.004058273	0.1730489	0.01123829	0.001352758	3.12E-04	0.001560874	4.16E-04	0.003954214	0.06971904	0.2167534	0.02060354	0.004786681	2.08E-04	0.002601457	1.04E-04	6.24E-04	6.24E-04	0.008949011	0.0628512
Capelin	0.05015118	0.1004066	0.1273069	0.001251173	0.001355437	0.008653946	7.30E-04	0.006777187	0	0.009488062	0.007715567	0.03472005	0.01928892	0.008653946	0.001042644	0.001146909	5.21E-04	0.004379105	5.21E-04	0.01720363	0.002398082	0.005108956	0.1694297	0.01157335	0.001251173	3.13E-04	0.001563966	4.17E-04	0.003962048	0.07256803	0.2235429	0.02085288	0.004900427	2.09E-04	0.00260661	1.04E-04	7.30E-04	6.26E-04	0.009383797	0.06714628
Capelin	0.05427735	0.1006066	0.1183853	0.001254968	0.001464129	0.008052709	9.41E-04	0.005542773	0	0.007425225	0.008157289	0.03827651	0.01882451	0.00993516	9.41E-04	0.001150387	5.23E-04	0.005647354	6.27E-04	0.01987032	0.002196193	0.004392387	0.1789375	0.009203096	0.001464129	3.14E-04	0.001464129	5.23E-04	0.004287806	0.06661786	0.2259987	0.01924284	0.004183225	3.14E-04	0.002719096	1.05E-04	6.27E-04	6.27E-04	0.008993934	0.0658858
Capelin	0.05429017	0.100988	0.1271971	0.00124805	0.001040042	0.008840354	7.28E-04	0.007384295	0	0.009776391	0.007800312	0.03567343	0.01955278	0.009048362	0.001040042	0.001040042	5.20E-04	0.004472179	5.20E-04	0.01664067	0.002288092	0.003848154	0.1703588	0.01175247	0.001352054	3.12E-04	0.001456058	4.16E-04	0.003640146	0.06729069	0.2367135	0.02048882	0.0049922	2.08E-04	0.002600104	2.08E-04	6.24E-04	5.20E-04	0.008320333	0.05481019
Capelin	0.05604167	0.1067708	0.1258333	0.00125	0.001458333	0.008854167	8.33E-04	0.006875	0	0.009166667	0.008645833	0.04020833	0.02166667	0.009479167	0.001041667	0.001145833	5.21E-04	0.004895833	5.21E-04	0.018125	0.0021875	0.0046875	0.1660417	0.01	0.001354167	3.13E-04	0.001666667	4.17E-04	0.003958333	0.07145833	0.2140625	0.01927083	0.004375	3.13E-04	0.002604167	2.08E-04	6.25E-04	6.25E-04	0.008541667	0.06395833
Capelin	0.05933354	0.1047738	0.1234723	0.001149065	0.001357986	0.008356837	7.31E-04	0.006163167	0	0.008356837	0.007730074	0.03979944	0.01869842	0.009819283	0.001044605	0.001149065	5.22E-04	0.005640865	6.27E-04	0.01995195	0.00219367	0.003760577	0.1701661	0.009401442	0.001357986	2.09E-04	0.001462446	5.22E-04	0.004282879	0.06654131	0.2220829	0.01880288	0.004178418	2.09E-04	0.002715972	2.09E-04	6.27E-04	5.22E-04	0.008670218	0.0634075
Capelin	0.0571369	0.1028047	0.1166719	0.001146909	0.001355437	0.008132624	8.34E-04	0.0061516	0	0.008549682	0.007819831	0.03941195	0.01803774	0.009383797	0.001042644	0.001146909	5.21E-04	0.00542175	6.26E-04	0.01918465	0.002189553	0.004066312	0.1742258	0.009696591	0.001459702	3.13E-04	0.001355437	5.21E-04	0.004170577	0.06631217	0.233448	0.01939318	0.004379105	2.09E-04	0.00260661	1.04E-04	6.26E-04	6.26E-04	0.008341153	0.06057762
Capelin	0.05737277	0.1038771	0.1161041	0.001149545	0.001358554	0.008046818	8.36E-04	0.005852231	0	0.007001777	0.007733305	0.03887554	0.01891525	0.009823388	9.41E-04	0.001149545	5.23E-04	0.005538719	5.23E-04	0.01839273	0.001985578	0.003762149	0.1724318	0.00961438	0.001463058	3.14E-04	0.001672066	5.23E-04	0.004180165	0.06510607	0.2289685	0.01891525	0.004284669	3.14E-04	0.002612603	1.05E-04	6.27E-04	6.27E-04	0.008569338	0.06991326
Capelin	0.05383734	0.09778194	0.1253775	0.001249609	0.001353744	0.008955535	7.29E-04	0.006976986	0	0.009684474	0.007393523	0.03384359	0.01853587	0.008955535	0.001041341	0.001145475	5.21E-04	0.00479017	6.25E-04	0.01874414	0.002603353	0.003852963	0.1752577	0.01187129	0.001145475	2.08E-04	0.001353744	4.17E-04	0.003957097	0.06508383	0.2379465	0.02113923	0.004894304	2.08E-04	0.002811621	2.08E-04	6.25E-04	6.25E-04	0.008538998	0.05571176
Capelin	0.05857173	0.0968887	0.1186051	0.001148465	0.001252871	0.008143663	9.40E-04	0.006577574	0	0.009918563	0.00668198	0.03810816	0.01806223	0.009814157	9.40E-04	0.001148465	5.22E-04	0.005951138	5.22E-04	0.02192525	0.002192525	0.005011485	0.1853205	0.009083316	0.001357277	2.09E-04	0.001252871	5.22E-04	0.004280643	0.06358321	0.2311547	0.01900188	0.004176237	2.09E-04	0.00281896	1.04E-04	6.26E-04	7.31E-04	0.008143663	0.0544999
Capelin	0.05164515	0.09777176	0.1303623	0.001249479	0.001041233	0.008954602	6.25E-04	0.007080383	0	0.009891712	0.006872137	0.0317576	0.01874219	0.008538109	0.001041233	0.001145356	5.21E-04	0.004269055	5.21E-04	0.01697209	0.002394835	0.004581424	0.1744065	0.01187005	0.001249479	3.12E-04	0.001353603	4.16E-04	0.003748438	0.0697626	0.2330279	0.02155352	0.004997918	2.08E-04	0.002498959	1.04E-04	6.25E-04	5.21E-04	0.008850479	0.05851728
Capelin	0.05279082	0.09921753	0.1247783	0.001356286	0.001251956	0.008555034	7.30E-04	0.00646844	0	0.009285342	0.007094418	0.03432447	0.01867501	0.009181012	0.001043297	0.001251956	5.22E-04	0.004799165	5.22E-04	0.01794471	0.002399583	0.004799165	0.1756912	0.01074596	0.001356286	3.13E-04	0.001460616	4.17E-04	0.004068858	0.06917058	0.2307773	0.02013563	0.004590506	3.13E-04	0.002712572	1.04E-04	6.26E-04	6.26E-04	0.009076682	0.0608242
Capelin	0.05562526	0.1016311	0.1239021	0.001359264	0.001463823	0.00846926	9.41E-04	0.006482643	0	0.008782936	0.007946466	0.03471351	0.01861146	0.009619406	9.41E-04	0.001150146	5.23E-04	0.005541614	6.27E-04	0.01934337	0.002195734	0.00418235	0.1729402	0.01024676	0.001359264	3.14E-04	0.00167294	4.18E-04	0.00418235	0.07214555	0.219678	0.01955249	0.004391468	3.14E-04	0.002613969	2.09E-04	6.27E-04	6.27E-04	0.008992054	0.0656629
Capelin	0.05332359	0.1017427	0.1272044	0.001147866	0.001252217	0.008661171	7.30E-04	0.006782845	0	0.008869874	0.007826359	0.03725347	0.01972243	0.008974225	0.001147866	0.001147866	5.22E-04	0.004904518	5.22E-04	0.01815715	0.002295732	0.004591464	0.1681102	0.01064385	0.001356569	3.13E-04	0.001565272	5.22E-04	0.004174058	0.06720234	0.2315559	0.02024418	0.004591464	2.09E-04	0.002608786	1.04E-04	6.26E-04	5.22E-04	0.008556819	0.06031514
Capelin	0.05729764	0.1052193	0.1189707	0.00125013	0.001145953	0.008542557	8.33E-04	0.007396604	0	0.009792687	0.008021669	0.04062923	0.02052297	0.009896864	0.001041775	0.001145953	5.21E-04	0.005417231	5.21E-04	0.01906449	0.002187728	0.004792166	0.1650172	0.01031357	0.001458485	3.13E-04	0.001562663	5.21E-04	0.003958746	0.06740285	0.2292947	0.01927284	0.004479633	3.13E-04	0.002708615	2.08E-04	6.25E-04	6.25E-04	0.008125846	0.05958954
Capelin	0.05702074	0.1041384	0.1170645	0.001042427	0.00156364	0.007818201	9.38E-04	0.006046075	0	0.007818201	0.008652142	0.03794433	0.01865944	0.01021578	9.38E-04	0.001042427	5.21E-04	0.005941833	6.25E-04	0.01980611	0.001980611	0.003335766	0.1767956	0.009903054	0.00156364	2.08E-04	0.001876368	5.21E-04	0.004169707	0.06379652	0.2257896	0.01813823	0.004169707	3.13E-04	0.002606067	3.13E-04	7.30E-04	6.25E-04	0.008130929	0.06723653
Capelin	0.05787714	0.1030088	0.1190974	0.001253656	0.001358128	0.00835771	8.36E-04	0.005954868	0	0.007939824	0.008148767	0.03907229	0.01796908	0.009506895	9.40E-04	0.001253656	5.22E-04	0.005745926	6.27E-04	0.02110322	0.00229837	0.004387798	0.166214	0.008671124	0.001358128	2.09E-04	0.001567071	5.22E-04	0.004492269	0.07083159	0.2253448	0.01880485	0.004283326	3.13E-04	0.002820727	2.09E-04	6.27E-04	6.27E-04	0.009193481	0.06665274
Capelin	0.05694285	0.1008254	0.1159753	0.001253787	0.001462752	0.008254101	9.40E-04	0.006477902	0	0.0100303	0.007522725	0.03635984	0.01817992	0.01044823	0.001044823	0.001253787	5.22E-04	0.006791349	6.27E-04	0.02392644	0.00229861	0.004701703	0.1695748	0.009089959	0.001567234	2.09E-04	0.001462752	5.22E-04	0.004388256	0.06958521	0.2273535	0.01849337	0.004074809	2.09E-04	0.00271654	1.04E-04	6.27E-04	6.27E-04	0.00867203	0.0648835
Capelin	0.05042104	0.09803514	0.1266244	0.001351492	0.00114357	0.008732716	6.24E-04	0.006757459	0	0.01008421	0.007589146	0.03607444	0.01996049	0.009772326	0.00114357	0.001247531	5.20E-04	0.004366358	6.24E-04	0.01600998	0.002495062	0.003638632	0.1876494	0.0119555	0.001351492	3.12E-04	0.001351492	4.16E-04	0.003742593	0.06840628	0.220813	0.02151991	0.004886163	2.08E-04	0.002806945	0	5.20E-04	0.00114357	0.008732716	0.05697058
Capelin	0.05222095	0.09674399	0.1223343	0.001144284	0.001144284	0.008322064	6.24E-04	0.006553625	0	0.00915427	0.00717778	0.03495267	0.01872464	0.008946219	0.001040258	0.001144284	5.20E-04	0.004577135	5.20E-04	0.01778841	0.002288568	0.004057006	0.1790284	0.01154686	0.001352335	2.08E-04	0.001352335	4.16E-04	0.003848955	0.06428794	0.2449808	0.02101321	0.005097264	3.12E-04	0.002496619	2.08E-04	6.24E-04	6.24E-04	0.008114012	0.05450952
Capelin	0.04316396	0.1979047	0.04704034	5.24E-04	0.002514405	0.003562074	0.00136197	0.001466737	3.14E-04	0.00167627	0.02566789	0.1256155	0.04861184	0.01194343	8.38E-04	9.43E-04	5.24E-04	0.006181247	7.33E-04	0.01204819	4.19E-04	0.004085909	0.0300681	0.003352541	0.002409639	4.19E-04	0.008067051	0.001257203	0.003771608	0.1403876	0.03750655	0.003876375	9.43E-04	2.10E-04	0.002828706	3.14E-04	0.001885804	1.05E-04	0.01026716	0.2151912
Capelin	0.06743473	0.1639362	0.04745799	5.28E-04	0.003170912	0.002853821	0.001902547	0.001691153	2.11E-04	0.001585456	0.01712293	0.1106648	0.032449	0.01701723	9.51E-04	9.51E-04	6.34E-04	0.007081704	7.40E-04	0.01046401	7.40E-04	0.006658916	0.08572033	0.003805095	0.00253673	3.17E-04	0.006447521	0.001162668	0.004016489	0.09882676	0.1070711	0.007715886	0.001479759	2.11E-04	0.002431033	3.17E-04	0.002008244	3.17E-04	0.009935525	0.1694324
Capelin	0.06813417	0.172956	0.07389937	6.29E-04	0.001572327	0.005031447	0.001362683	0.002201258	0	0.002096436	0.01781971	0.1489518	0.0548218	0.01561845	8.39E-04	0.001257862	6.29E-04	0.008385744	4.19E-04	0.01719078	5.24E-04	0.006079665	0.07578616	0.00524109	0.002515723	4.19E-04	0.004507338	0.001467505	0.003459119	0.09486373	0.09371069	0.009224319	0.001886792	2.10E-04	0.002620545	2.10E-04	0.001257862	2.10E-04	0.005870021	0.09612159
Capelin	0.08942145	0.1237331	0.04951436	4.22E-04	0.003589527	0.002744932	0.001583615	7.39E-04	0	9.50E-04	0.01351351	0.07643581	0.01731419	0.01087416	5.28E-04	1.06E-04	3.17E-04	0.005806588	9.50E-04	0.007706926	4.22E-04	0.005173142	0.1405194	0.004539696	0.001689189	2.11E-04	0.003800676	5.28E-04	0.003695101	0.06957348	0.1802154	0.01288007	0.002005912	0	0.001689189	0	0.001583615	0	0.007706926	0.1575169
Capelin	0.08474043	0.1609858	0.06250655	5.24E-04	0.00293655	0.00388044	0.001468275	8.39E-04	0	0.001153644	0.01552176	0.1282643	0.03586786	0.01457787	5.24E-04	4.20E-04	4.20E-04	0.008495018	7.34E-04	0.01289984	3.15E-04	0.005768222	0.08054536	0.004614578	0.001992659	2.10E-04	0.004719455	8.39E-04	0.003356057	0.08012585	0.1197693	0.009438909	0.001678028	0	0.001782905	0	0.001468275	0	0.007026744	0.139591
Capelin	0.08271709	0.1326854	0.05683499	6.34E-04	0.004120008	0.00338052	0.001584619	0.001162054	0	0.001373336	0.01478977	0.08356222	0.02081132	0.01267695	5.28E-04	3.17E-04	4.23E-04	0.008345658	0.001162054	0.01014156	6.34E-04	0.005387703	0.1234946	0.004014367	0.001478977	3.17E-04	0.004542573	9.51E-04	0.00422565	0.07437143	0.1618424	0.01014156	0.00169026	0	0.001795901	0	0.001584619	0	0.008345658	0.1579337
Capelin	0.07368754	0.145583	0.04754375	4.22E-04	0.003900485	0.002424626	0.001686696	6.33E-04	0	9.49E-04	0.01528568	0.08686485	0.02213789	0.01096353	6.33E-04	1.05E-04	4.22E-04	0.007273877	9.49E-04	0.008117225	6.33E-04	0.005376344	0.1012018	0.003900485	0.001370441	3.16E-04	0.005165507	7.38E-04	0.004427577	0.08960573	0.1174362	0.009382248	0.001581278	0	0.002002952	0	0.001897533	0	0.009276829	0.2161079
Capelin	0.06265796	0.1353201	0.04749368	5.27E-04	0.003053917	0.002843302	0.001579612	8.42E-04	0	0.001053075	0.01442713	0.07192502	0.02274642	0.00968829	7.37E-04	2.11E-04	3.16E-04	0.005581297	8.42E-04	0.00589722	7.37E-04	0.004738837	0.1223673	0.00589722	0.001158382	2.11E-04	0.004949452	5.27E-04	0.003475147	0.09045914	0.1620682	0.01379528	0.002316765	0	0.001790227	2.11E-04	0.001790227	0	0.01116259	0.184604
Capelin	0.06026622	0.1444293	0.04810816	4.19E-04	0.003982811	0.00251546	0.001572162	5.24E-04	0	7.34E-04	0.01404465	0.07326276	0.02054292	0.01121476	7.34E-04	1.05E-04	3.14E-04	0.006917514	0.001048108	0.006812703	5.24E-04	0.006183838	0.1066974	0.004611676	0.001572162	3.14E-04	0.004821298	6.29E-04	0.003878	0.08405827	0.1327953	0.01131957	0.001781784	0	0.001886595	0	0.002201027	0	0.011634	0.2275443
Capelin	0.08412198	0.108938	0.07602524	7.36E-04	0.002733964	0.005047319	0.00126183	0.00126183	0	0.001366982	0.01104101	0.07139853	0.01787592	0.01125131	6.31E-04	2.10E-04	2.10E-04	0.006834911	7.36E-04	0.009674027	7.36E-04	0.005573081	0.1611987	0.00767613	0.001366982	2.10E-04	0.002628812	6.31E-04	0.003364879	0.05720294	0.2136698	0.01713985	0.003049422	0	0.001472135	1.05E-04	0.001156677	2.10E-04	0.006940063	0.1043113
Capelin	0.06251309	0.1479581	0.05026178	6.28E-04	0.003036649	0.003141361	0.001465969	9.42E-04	0	0.001256545	0.01371728	0.06816754	0.02230366	0.0104712	7.33E-04	1.05E-04	3.14E-04	0.00565445	8.38E-04	0.005549738	8.38E-04	0.004293194	0.1164398	0.005445026	0.001151832	3.14E-04	0.004712042	7.33E-04	0.003560209	0.08471204	0.1489005	0.01235602	0.001989529	0	0.001884817	1.05E-04	0.001989529	0	0.01141361	0.2001047
Capelin	0.0628655	0.1860902	0.05670426	6.27E-04	0.001566416	0.004072682	0.001253133	0.001461988	0	0.001984127	0.01900585	0.1402464	0.05096074	0.01315789	6.27E-04	4.18E-04	4.18E-04	0.007101086	7.31E-04	0.00783208	6.27E-04	0.005221387	0.06453634	0.003863826	0.001775272	1.04E-04	0.005847953	0.001044277	0.002819549	0.1146617	0.08542189	0.006683375	0.001357561	0	0.002088555	2.09E-04	0.001148705	0	0.007309942	0.1381579
Capelin	0.04966922	0.1581434	0.0423186	3.15E-04	0.003675312	0.002205187	0.001575134	4.20E-04	0	5.25E-04	0.01438622	0.06437047	0.02173685	0.01207603	7.35E-04	2.10E-04	2.10E-04	0.00682558	9.45E-04	0.006510553	6.30E-04	0.005565473	0.08810249	0.003255277	0.001575134	3.15E-04	0.0058805	5.25E-04	0.003780321	0.1025937	0.1144597	0.009555812	0.001260107	0	0.002205187	0	0.002310196	0	0.01522629	0.2559068
Capelin	0.07454851	0.1526669	0.05911382	4.20E-04	0.003359933	0.003464931	0.001574969	7.35E-04	0	9.45E-04	0.01385972	0.100588	0.02540949	0.009659807	8.40E-04	1.05E-04	5.25E-04	0.007034859	8.40E-04	0.008399832	6.30E-04	0.003254935	0.09250315	0.004724906	0.001259975	2.10E-04	0.004829903	7.35E-04	0.004199916	0.09355313	0.1160227	0.01081478	0.00199496	0	0.002204956	1.05E-04	0.00199496	2.10E-04	0.008609828	0.1880512
Capelin	0.07125642	0.13895	0.04411611	3.14E-04	0.003458032	0.002200566	0.001571833	5.24E-04	0	6.29E-04	0.01508959	0.0902232	0.02651158	0.01047889	5.24E-04	2.10E-04	5.24E-04	0.006706486	8.38E-04	0.00733522	5.24E-04	0.006496909	0.1133815	0.004925076	0.001152677	3.14E-04	0.006077753	7.34E-04	0.003353243	0.09284292	0.1341297	0.0113172	0.00178141	0	0.001886199	0	0.001676622	0	0.007859164	0.190087
Capelin	0.07731092	0.1339286	0.05588235	5.25E-04	0.003046218	0.003676471	0.001680672	0.00105042	0	0.001260504	0.01228992	0.06743697	0.01817227	0.01207983	6.30E-04	2.10E-04	3.15E-04	0.007773109	7.35E-04	0.009033613	6.30E-04	0.005987395	0.1263655	0.004726891	0.001680672	3.15E-04	0.003571429	7.35E-04	0.003886555	0.07048319	0.1768908	0.01197479	0.001995798	0	0.001785714	0	0.001785714	0	0.009243697	0.1709034
Capelin	0.0547788	0.144929	0.04601419	4.17E-04	0.003130217	0.002608514	0.001460768	4.17E-04	0	4.17E-04	0.01419032	0.06594324	0.0215985	0.008660267	8.35E-04	0	3.13E-04	0.005217028	7.30E-04	0.004799666	6.26E-04	0.006573456	0.1107053	0.006051753	0.001356427	3.13E-04	0.004695326	4.17E-04	0.003130217	0.09275876	0.1429466	0.01398164	0.002086811	0	0.00187813	1.04E-04	0.00177379	0	0.01272955	0.2214107
Capelin	0.07839027	0.1360302	0.05187592	4.19E-04	0.003772794	0.002724796	0.001571997	5.24E-04	0	3.14E-04	0.01289038	0.07335988	0.01907357	0.01027038	6.29E-04	1.05E-04	3.14E-04	0.00618319	9.43E-04	0.006602389	4.19E-04	0.005030392	0.1234542	0.004715992	0.001571997	2.10E-04	0.004401593	5.24E-04	0.003353595	0.07933347	0.1526934	0.01184238	0.001781597	0	0.001676797	0	0.001886397	0	0.008383987	0.1927269
Capelin	0.07948128	0.1087639	0.0761347	8.37E-04	0.002091613	0.005333612	0.001045806	0.001777871	0	0.002300774	0.0102489	0.06034302	0.01830161	0.01087639	7.32E-04	3.14E-04	3.14E-04	0.005229032	6.27E-04	0.00669316	7.32E-04	0.004392387	0.1707802	0.007320644	0.001254968	2.09E-04	0.002823677	5.23E-04	0.002509935	0.0561598	0.2345744	0.01746497	0.003137419	0	0.001359548	2.09E-04	0.001150387	0	0.007738967	0.09621418
Capelin	0.08041518	0.1205704	0.06028518	3.15E-04	0.001992032	0.004193751	0.001362969	0.001048438	0	0.001467813	0.0110086	0.06301111	0.01687985	0.01121828	6.29E-04	2.10E-04	3.15E-04	0.006185783	5.24E-04	0.007339065	6.29E-04	0.006395471	0.1510799	0.005871252	0.001467813	2.10E-04	0.00304047	6.29E-04	0.003250157	0.05808346	0.2116796	0.0150975	0.002516251	0	0.001572657	1.05E-04	0.001467813	1.05E-04	0.008806878	0.1390229
Capelin	0.1043661	0.1283535	0.06049448	4.21E-04	0.003577065	0.002945818	0.001472909	9.47E-04	0	0.001157286	0.01178327	0.1119411	0.01998948	0.01094161	6.31E-04	1.05E-04	6.31E-04	0.006312467	0.001052078	0.006838506	5.26E-04	0.004523935	0.1216202	0.004839558	0.001367701	2.10E-04	0.003682272	7.36E-04	0.003156234	0.06533403	0.1502367	0.01157286	0.001998948	0	0.001367701	0	0.001578117	0	0.007259337	0.1460284
Capelin	0.05021581	0.1678071	0.04116223	3.16E-04	0.003368776	0.002316033	0.002000211	4.21E-04	0	6.32E-04	0.0175808	0.07748184	0.02473945	0.01126434	7.37E-04	1.05E-04	4.21E-04	0.007790294	8.42E-04	0.008421939	5.26E-04	0.005158438	0.06326982	0.003052953	0.001368565	3.16E-04	0.005895357	8.42E-04	0.004526792	0.1111696	0.07948205	0.007053374	0.001158017	0	0.002421308	0	0.002631856	0	0.01242236	0.2810822
Capelin	0.06755051	0.1525673	0.04671717	4.21E-04	0.004313973	0.002525253	0.001788721	6.31E-04	0	8.42E-04	0.01609848	0.08207071	0.0206229	0.01146886	7.37E-04	1.05E-04	5.26E-04	0.006839226	0.001262626	0.007154882	5.26E-04	0.005681818	0.09438131	0.00368266	0.001578283	3.16E-04	0.005681818	7.37E-04	0.003893098	0.08943603	0.1233165	0.009259259	0.001473064	0	0.002104377	0	0.002104377	1.05E-04	0.01188973	0.2195918
Capelin	0.07507602	0.1195344	0.06805075	6.29E-04	0.003355353	0.004403901	0.001258257	0.001153403	0	0.001467967	0.01132432	0.06217888	0.0185593	0.01038062	7.34E-04	2.10E-04	2.10E-04	0.005033029	7.34E-04	0.005557303	8.39E-04	0.005767013	0.1513054	0.006920415	0.001153403	2.10E-04	0.003774772	5.24E-04	0.002935934	0.06847017	0.1967076	0.0164622	0.002621369	0	0.001677676	1.05E-04	0.001258257	0	0.009751494	0.1396666
Capelin	0.1007126	0.1095158	0.0651855	6.29E-04	0.001991197	0.004296793	0.001362398	0.001152798	0	0.001152798	0.01068958	0.08425907	0.01634877	0.01131838	5.24E-04	3.14E-04	5.24E-04	0.006916789	5.24E-04	0.008488786	5.24E-04	0.004191993	0.154475	0.005659191	0.001467198	2.10E-04	0.002724796	7.34E-04	0.003143995	0.04548313	0.2389436	0.01477678	0.002619996	0	0.001257598	2.10E-04	0.001362398	1.05E-04	0.00618319	0.09002306
